month,cpi_yoy,reer,retail_sales,ip_yoy,shibor3m,tone_dict,tone_pca,tone_logit,tone_growth,tone_risk,dcpi_yoy,cpi_yoy_ma12,gap_cpi,cpi_yoy_lag1,cpi_yoy_lag2,dcpi_yoy_lag1,dcpi_yoy_lag2,gap_cpi_lag1,gap_cpi_lag2,dreer,dip_yoy,dshibor3m,dcpi_yoy_lag3,dcpi_yoy_lag4,dcpi_yoy_lag5,dcpi_yoy_lag6,dcpi_yoy_lag7,dcpi_yoy_lag8,dcpi_yoy_lag9,dcpi_yoy_lag10,dcpi_yoy_lag11,dcpi_yoy_lag12,dip_yoy_lag1,dip_yoy_lag2,dip_yoy_lag3,dip_yoy_lag4,dip_yoy_lag5,dip_yoy_lag6,dip_yoy_lag7,dip_yoy_lag8,dip_yoy_lag9,dip_yoy_lag10,dip_yoy_lag11,dip_yoy_lag12,dreer_lag1,dreer_lag2,dreer_lag3,dreer_lag4,dreer_lag5,dreer_lag6,dreer_lag7,dreer_lag8,dreer_lag9,dreer_lag10,dreer_lag11,dreer_lag12,dshibor3m_lag1,dshibor3m_lag2,dshibor3m_lag3,dshibor3m_lag4,dshibor3m_lag5,dshibor3m_lag6,dshibor3m_lag7,dshibor3m_lag8,dshibor3m_lag9,dshibor3m_lag10,dshibor3m_lag11,dshibor3m_lag12,tone_logit_lag1
2005-11,1.3,70.36,590900000000.0,116.6,1.53,-0.9465636990614952,0.3574996529334925,-0.2923435578648936,6.695036464781469,82.51876703370704,0.1,,,1.2,0.9,0.2999999999999999,-0.4,,,1.0999999999999943,0.5,-0.30000000000000004,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-0.9000000000000001,-1.1999999999999995,2.0,,,,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,0.9000000000000057,7.5,-13.300000000000011,,,,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3400000000000034,-1.4200000000000017,1.0700000000000074,,,,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-0.2999999999999998,0.1299999999999999,-0.11000000000000032,,,,-0.648051880349124
2005-12,1.6,70.23,685040000000.0,116.5,1.77,0.0190715318654084,0.480794661555155,-0.214550583708355,6.630800289208037,53.25018222712197,0.3,1.8166666666666669,-0.2166666666666665,1.3,1.2,0.1,0.2999999999999999,,,-0.12999999999999545,-0.09999999999999432,0.24,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-0.9000000000000001,-1.1999999999999995,2.0,,,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,0.9000000000000057,7.5,-13.300000000000011,,,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3400000000000034,-1.4200000000000017,1.0700000000000074,,,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-0.2999999999999998,0.1299999999999999,-0.11000000000000032,,,-0.2923435578648936
2006-01,1.9,69.66,664160000000.0,,,0.0002220866454541,0.2387879105787546,-1.056886998126311,75.93956079705461,56.78498132004904,0.2999999999999998,1.8166666666666669,0.0833333333333332,1.6,1.3,0.3,0.1,-0.2166666666666665,,-0.5700000000000074,,,0.2999999999999999,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-0.9000000000000001,-1.1999999999999995,2.0,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,0.9000000000000057,7.5,-13.300000000000011,,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3400000000000034,-1.4200000000000017,1.0700000000000074,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-0.2999999999999998,0.1299999999999999,-0.11000000000000032,,-0.214550583708355
2006-02,0.9,70.67,600190000000.0,120.1,1.78,-0.9096143599582291,0.2568462008355038,-0.9927582482919236,42.72952473166148,64.35399716496049,-1.0,1.5666666666666669,-0.6666666666666666,1.9,1.6,0.2999999999999998,0.3,0.0833333333333332,-0.2166666666666665,1.0100000000000051,,,0.1,0.2999999999999999,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-0.9000000000000001,-1.1999999999999995,2.0,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,0.9000000000000057,7.5,-13.300000000000011,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3400000000000034,-1.4200000000000017,1.0700000000000074,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-0.2999999999999998,0.1299999999999999,-0.11000000000000032,-1.056886998126311
2006-03,0.8,69.68,579670000000.0,117.8,1.89,-0.4764749954090958,-0.5916705121594686,0.9434019377332752,96.60023483435452,49.48407522293758,-0.0999999999999999,1.4083333333333334,-0.6083333333333334,0.9,1.9,-1.0,0.2999999999999998,-0.6666666666666666,0.0833333333333332,-0.9899999999999949,-2.299999999999997,0.10999999999999988,0.3,0.1,0.2999999999999999,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-0.9000000000000001,-1.1999999999999995,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,0.9000000000000057,7.5,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3400000000000034,-1.4200000000000017,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-0.2999999999999998,0.1299999999999999,-0.9927582482919236
2006-04,1.2,68.94,577460000000.0,116.6,2.24,-0.2550329192571726,-0.4448477933602044,-1.2106528666567031,31.81838258553725,22.924066761585507,0.3999999999999999,1.3583333333333334,-0.1583333333333334,0.8,0.9,-0.0999999999999999,-1.0,-0.6083333333333334,-0.6666666666666666,-0.7400000000000091,-1.2000000000000028,0.3500000000000003,0.2999999999999998,0.3,0.1,0.2999999999999999,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-0.9000000000000001,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,0.9000000000000057,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3400000000000034,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-0.2999999999999998,0.9434019377332752
2006-05,1.4,67.16,617560000000.0,117.9,2.27,-0.9235689369994436,-0.3694050598643564,-1.6096581722736931,31.47529294258713,3.147599129230863,0.1999999999999999,1.325,0.0749999999999999,1.2,0.8,0.3999999999999999,-0.0999999999999999,-0.1583333333333334,-0.6083333333333334,-1.7800000000000011,1.3000000000000114,0.029999999999999805,-1.0,0.2999999999999998,0.3,0.1,0.2999999999999999,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,0.0,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,0.5999999999999943,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,-0.05000000000001137,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-0.69,-1.2106528666567031
2006-06,1.5,67.71,605780000000.0,119.5,2.51,-0.8022128254902992,-0.6841834548350156,-2.107450767650315,14.578371020488238,12.307117461900834,0.1,1.3166666666666669,0.1833333333333333,1.4,1.2,0.1999999999999999,0.3999999999999999,0.0749999999999999,-0.1583333333333334,0.5499999999999972,1.5999999999999943,0.23999999999999977,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.1,0.2999999999999999,-0.4,-0.5,0.1999999999999999,-0.1999999999999999,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.20000000000000284,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.5800000000000125,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-0.020000000000000018,-1.6096581722736931
2006-07,1.0,67.53,601220000000.0,116.7,3.12,-0.6849748088649494,-5.569217576339171,-2.107450767650315,99.75534768875012,1.2279926440983215,-0.5,1.25,-0.25,1.5,1.4,0.1,0.1999999999999999,0.1833333333333333,0.0749999999999999,-0.1799999999999926,-2.799999999999997,0.6100000000000003,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.1,0.2999999999999999,-0.4,-0.5,0.1999999999999999,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.7000000000000028,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,1.2299999999999898,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,0.040000000000000036,-2.107450767650315
2006-08,1.3,67.45,607740000000.0,115.7,2.85,-1.4381285832093578,-0.6000861782425273,-2.107450767650315,25.38919740236281,59.32786690494436,0.3,1.25,0.05,1.0,1.5,-0.5,0.1,-0.25,0.1833333333333333,-0.0799999999999983,-1.0,-0.27,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.1,0.2999999999999999,-0.4,-0.5,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.09999999999999432,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,0.030000000000001137,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-0.050000000000000044,-2.107450767650315
2006-09,1.5,68.52,655360000000.0,116.1,2.72,0.0281028959649584,-0.5574990737552522,-1.5004950356267572,41.79853500652186,1.1385217107339034,0.1999999999999999,1.3,0.1999999999999999,1.3,1.0,0.3,-0.5,0.05,-0.25,1.0699999999999932,0.3999999999999915,-0.1299999999999999,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.1,0.2999999999999999,-0.4,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,0.5,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,0.18999999999999773,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,0.030000000000000027,-2.107450767650315
2006-10,1.4,69.14,699770000000.0,114.7,2.7,-0.184202268024283,-1.297257571484734,-1.8370796801614309,32.12233381761931,17.603040782828295,-0.1,1.3166666666666669,0.0833333333333332,1.5,1.3,0.1999999999999999,0.3,0.1999999999999999,0.05,0.6200000000000045,-1.3999999999999915,-0.020000000000000018,-0.5,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.1,0.2999999999999999,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,-0.4000000000000057,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,0.8800000000000097,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,0.31000000000000005,-1.5004950356267572
2006-11,1.9,69.13,682170000000.0,114.9,2.98,-0.6454458292624453,-0.8769062033243114,-1.1509773478946552,41.91035445875085,0.0027683896141572,0.5,1.3666666666666665,0.5333333333333334,1.4,1.5,-0.1,0.1999999999999999,0.0833333333333332,0.1999999999999999,-0.010000000000005116,0.20000000000000284,0.2799999999999998,0.3,-0.5,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.1,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,0.5,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,1.0999999999999943,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-0.30000000000000004,-1.8370796801614309
2006-12,2.8,69.38,749920000000.0,114.7,2.84,0.1929887767566632,-0.8019373419223897,-1.0779804796288908,45.99834769110949,5.410648299767288,0.8999999999999999,1.4666666666666668,1.333333333333333,1.9,1.4,0.5,-0.1,0.5333333333333334,0.0833333333333332,0.25,-0.20000000000000284,-0.14000000000000012,0.1999999999999999,0.3,-0.5,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,0.3,0.20000000000000284,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,-0.09999999999999432,-0.010000000000005116,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.12999999999999545,0.2799999999999998,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,0.24,-1.1509773478946552
2007-01,2.2,70.88,748830000000.0,,2.63,-0.171538171685344,-1.064265364977616,-1.7817981027155372,76.20185383516831,48.44225223004175,-0.5999999999999996,1.4916666666666665,0.7083333333333337,2.8,1.9,0.8999999999999999,0.5,1.333333333333333,0.5333333333333334,1.5,,-0.20999999999999996,-0.1,0.1999999999999999,0.3,-0.5,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,0.2999999999999998,-0.20000000000000284,0.20000000000000284,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,,0.25,-0.010000000000005116,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.5700000000000074,-0.14000000000000012,0.2799999999999998,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,,-1.0779804796288908
2007-02,2.7,71.85,701370000000.0,112.6,2.82,-0.2975011028911653,-0.8063431545631502,-2.06520619396519,3.078640820753028,54.00081880616464,0.5,1.6416666666666668,1.0583333333333331,2.2,2.8,-0.5999999999999996,0.8999999999999999,0.7083333333333337,1.333333333333333,0.9699999999999989,,0.18999999999999995,0.5,-0.1,0.1999999999999999,0.3,-0.5,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,-1.0,,-0.20000000000000284,0.20000000000000284,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,,1.5,0.25,-0.010000000000005116,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,1.0100000000000051,-0.20999999999999996,-0.14000000000000012,0.2799999999999998,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,,-1.7817981027155372
2007-03,3.3,70.7,668580000000.0,117.6,2.63,-0.6046503037972044,-2.176183136520771,-1.070724978124449,85.58592818530886,42.925942991448416,0.5999999999999996,1.85,1.45,2.7,2.2,0.5,-0.5999999999999996,1.0583333333333331,0.7083333333333337,-1.1499999999999915,5.0,-0.18999999999999995,0.8999999999999999,0.5,-0.1,0.1999999999999999,0.3,-0.5,0.1,0.1999999999999999,0.3999999999999999,-0.0999999999999999,,,-0.20000000000000284,0.20000000000000284,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-2.299999999999997,0.9699999999999989,1.5,0.25,-0.010000000000005116,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.9899999999999949,0.18999999999999995,-0.20999999999999996,-0.14000000000000012,0.2799999999999998,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,0.10999999999999988,-2.06520619396519
2007-04,3.0,69.83,667250000000.0,117.4,3.91,-0.083185482784616,-1.0171256421884949,-1.8687660699437496,0.000890867517492,74.05122663923429,-0.2999999999999998,2.0,1.0,3.3,2.7,0.5999999999999996,0.5,1.45,1.0583333333333331,-0.8700000000000045,-0.19999999999998863,1.2800000000000002,-0.5999999999999996,0.8999999999999999,0.5,-0.1,0.1999999999999999,0.3,-0.5,0.1,0.1999999999999999,0.3999999999999999,5.0,,,-0.20000000000000284,0.20000000000000284,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-1.2000000000000028,-1.1499999999999915,0.9699999999999989,1.5,0.25,-0.010000000000005116,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,-0.7400000000000091,-0.18999999999999995,0.18999999999999995,-0.20999999999999996,-0.14000000000000012,0.2799999999999998,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,0.3500000000000003,-1.070724978124449
2007-05,3.4,70.3,715750000000.0,118.1,3.58,-0.8846431427397914,-0.8198739625516338,-1.9156322695507733,21.753151108657946,20.34049549622453,0.3999999999999999,2.1666666666666665,1.2333333333333334,3.0,3.3,-0.2999999999999998,0.5999999999999996,1.0,1.45,0.46999999999999886,0.6999999999999886,-0.33000000000000007,0.5,-0.5999999999999996,0.8999999999999999,0.5,-0.1,0.1999999999999999,0.3,-0.5,0.1,0.1999999999999999,-0.19999999999998863,5.0,,,-0.20000000000000284,0.20000000000000284,-1.3999999999999915,0.3999999999999915,-1.0,-2.799999999999997,1.5999999999999943,1.3000000000000114,-0.8700000000000045,-1.1499999999999915,0.9699999999999989,1.5,0.25,-0.010000000000005116,0.6200000000000045,1.0699999999999932,-0.0799999999999983,-0.1799999999999926,0.5499999999999972,-1.7800000000000011,1.2800000000000002,-0.18999999999999995,0.18999999999999995,-0.20999999999999996,-0.14000000000000012,0.2799999999999998,-0.020000000000000018,-0.1299999999999999,-0.27,0.6100000000000003,0.23999999999999977,0.029999999999999805,-1.8687660699437496
